NP_904329.1	NP_059341.1	24.540	163	112	3	112	263	231	393	5.14e-06	49.7
NP_904329.1	NP_059340.1	26.804	97	65	2	98	188	200	296	0.10	35.8
NP_904330.1	NP_059333.1	88.132	514	61	0	1	514	1	514	0.0	877
NP_904330.1	XP_021326074.1	31.818	66	32	2	427	482	16	78	6.7	29.3
NP_904330.1	NP_001373511.1	31.818	66	32	2	427	482	48	110	7.5	29.6
NP_904331.1	NP_059334.1	70.925	227	66	0	1	227	1	227	2.97e-127	360
NP_904331.1	NP_001038725.1	28.571	70	46	2	15	84	261	326	1.8	31.2
NP_904331.1	XP_005161478.1	28.571	70	46	2	15	84	261	326	1.9	31.2
NP_904331.1	XP_021324580.1	28.571	70	46	2	15	84	163	228	2.1	30.8
NP_904332.1	XP_002665692.3	25.862	58	42	1	5	61	2588	2645	0.080	31.2
NP_904332.1	XP_021324264.1	25.862	58	42	1	5	61	2278	2335	0.083	31.2
NP_904332.1	XP_009290033.1	50.000	30	13	1	26	55	42	69	1.0	28.1
NP_904332.1	XP_005156656.1	37.931	29	17	1	34	61	167	195	7.7	25.4
NP_904332.1	NP_001007391.1	37.931	29	17	1	34	61	167	195	8.0	25.4
NP_904333.1	NP_059336.1	52.212	226	107	1	1	225	1	226	2.18e-65	202
NP_904334.1	NP_059337.1	78.161	261	57	0	1	261	1	261	3.61e-146	410
NP_904334.1	XP_021330598.1	37.838	37	23	0	3	39	37	73	1.6	31.6
NP_904334.1	NP_001139036.1	37.838	37	23	0	3	39	37	73	1.7	31.6
NP_904334.1	NP_001070643.1	36.111	36	19	1	173	208	675	706	8.4	29.3
NP_904335.1	NP_059338.1	61.207	116	44	1	1	115	1	116	2.53e-43	138
NP_904336.1	NP_059339.1	53.061	98	46	0	1	98	1	98	5.73e-29	100
NP_904336.1	NP_001002376.1	57.895	19	8	0	20	38	136	154	6.5	26.9
NP_904336.1	XP_005158565.1	57.895	19	8	0	20	38	149	167	6.7	26.9
NP_904336.1	XP_706537.4	31.373	51	25	2	40	80	65	115	10.0	26.6
NP_904337.1	NP_059340.1	62.582	457	170	1	1	456	1	457	0.0	572
NP_904337.1	NP_059341.1	23.039	204	146	6	106	306	128	323	1.32e-05	48.9
NP_904337.1	NP_059332.1	32.432	111	59	6	198	304	97	195	1.3	32.7
NP_904337.1	XP_009301289.1	24.074	108	65	4	169	276	148	238	7.3	30.8
NP_904338.1	NP_059341.1	55.126	595	257	8	7	597	9	597	0.0	617
NP_904338.1	NP_059340.1	23.077	351	246	11	107	442	84	425	1.51e-09	62.0
NP_904338.1	NP_059332.1	24.171	211	145	6	226	433	105	303	1.17e-06	52.4
NP_904338.1	XP_017210528.1	26.087	69	44	1	365	433	129	190	1.9	33.1
NP_904338.1	NP_001159387.1	26.087	69	44	1	365	433	142	203	2.4	32.7
NP_904338.1	XP_021330470.1	30.645	62	38	2	164	223	379	437	4.2	32.0
NP_904338.1	XP_689554.6	35.417	48	28	1	554	598	1107	1154	8.4	31.2
NP_904339.1	NP_059342.1	37.143	140	72	3	1	127	1	137	2.34e-20	84.0
NP_904339.1	NP_001038688.1	29.412	85	54	3	33	112	306	389	5.4	28.9
NP_904340.1	NP_059343.1	73.810	378	99	0	1	378	1	378	0.0	588
NP_904340.1	XP_021322416.1	28.704	108	60	4	223	315	263	368	4.8	30.8
NP_904340.1	XP_021322415.1	28.704	108	60	4	223	315	263	368	4.8	30.8
NP_904340.1	XP_021322414.1	28.704	108	60	4	223	315	310	415	5.6	30.4
NP_904340.1	XP_021322413.1	28.704	108	60	4	223	315	310	415	5.6	30.4
NP_598866.1	XP_009294521.1	46.154	273	130	6	4	267	420	684	1.69e-63	214
NP_598866.1	NP_001313634.1	46.154	273	130	6	4	267	476	740	4.51e-63	214
NP_598866.1	XP_009294513.1	46.154	273	130	6	4	267	475	739	4.69e-63	214
NP_598866.1	NP_001186666.1	33.071	127	76	5	4	126	338	459	5.19e-12	67.8
NP_598866.1	NP_001003517.1	30.400	125	82	4	4	126	344	465	2.66e-11	65.5
NP_598866.1	NP_001003517.1	30.645	62	41	2	53	113	43	103	0.44	33.9
NP_598866.1	NP_956073.2	34.444	90	56	3	40	126	527	616	1.70e-10	63.2
NP_598866.1	NP_956073.2	30.000	90	57	3	40	126	179	265	0.004	40.0
NP_598866.1	NP_956073.2	29.474	95	58	4	36	127	63	151	0.005	40.0
NP_598866.1	NP_998070.1	28.906	128	80	5	4	126	339	460	2.28e-09	59.7
NP_598866.1	NP_998070.1	28.767	73	49	3	43	113	27	98	8.8	29.6
NP_598866.1	NP_998529.3	25.899	139	98	4	13	149	343	478	1.65e-06	50.8
NP_598866.1	NP_998529.3	25.253	99	71	2	23	118	10	108	0.004	40.0
NP_598866.1	NP_001307463.1	23.438	128	93	4	2	127	371	495	4.04e-05	46.6
NP_598866.1	NP_001307463.1	30.435	92	59	3	55	143	76	165	1.44e-04	44.7
NP_598866.1	NP_001025330.1	27.097	155	103	7	17	170	12	157	0.001	41.2
NP_598866.1	XP_685017.4	24.528	106	75	4	37	140	388	490	0.018	38.5
NP_598866.1	NP_998181.1	23.894	113	80	3	42	152	88	196	0.021	37.7
NP_598866.1	NP_998181.1	28.571	77	52	3	40	113	221	297	2.2	31.2
NP_598866.1	XP_005162560.1	24.779	113	79	3	42	152	164	272	0.024	37.7
NP_598866.1	XP_005162560.1	28.571	77	52	3	40	113	297	373	4.7	30.4
NP_598866.1	NP_922915.2	27.848	79	46	3	40	117	40	108	0.027	37.4
NP_598866.1	NP_922915.2	26.829	82	55	2	37	113	162	243	0.25	34.3
NP_598866.1	NP_001107048.1	29.032	62	40	2	55	113	181	241	0.072	36.2
NP_598866.1	NP_001107048.1	24.211	95	66	3	37	127	408	500	0.089	35.8
NP_598866.1	NP_001107048.1	24.691	81	57	2	37	113	286	366	0.25	34.7
NP_598866.1	NP_001039026.1	27.174	92	58	5	51	138	32	118	0.15	35.0
NP_598866.1	NP_001092245.1	37.288	59	34	2	56	113	136	192	0.27	34.3
NP_598866.1	NP_991204.1	32.759	58	37	2	55	111	80	136	0.28	33.5
NP_598866.1	NP_001018393.2	26.000	100	63	6	43	138	28	120	0.37	33.9
NP_598866.1	NP_001019983.2	24.272	103	77	1	180	281	146	248	0.39	33.9
NP_598866.1	NP_001108605.1	24.719	89	62	4	40	127	40	124	0.48	33.5
NP_598866.1	XP_005157246.1	18.705	139	100	2	123	252	59	193	0.99	32.7
NP_598866.1	XP_021334745.1	27.536	69	49	1	194	261	1139	1207	1.3	32.7
NP_598866.1	NP_957186.1	22.727	88	62	2	32	113	26	113	1.3	32.3
NP_598866.1	XP_009293385.1	31.169	77	45	2	134	207	2379	2450	1.6	32.3
NP_598866.1	XP_009293389.1	31.169	77	45	2	134	207	2367	2438	1.6	32.3
NP_598866.1	XP_009293388.1	31.169	77	45	2	134	207	2414	2485	1.6	32.3
NP_598866.1	XP_009293386.1	31.169	77	45	2	134	207	2374	2445	1.6	32.3
NP_598866.1	NP_001121836.1	28.125	64	41	2	55	113	69	132	1.7	32.0
NP_598866.1	XP_009293384.1	31.169	77	45	2	134	207	2414	2485	1.7	32.3
NP_598866.1	XP_009293383.1	31.169	77	45	2	134	207	2414	2485	1.7	32.3
NP_598866.1	XP_021324431.1	31.169	77	45	2	134	207	2342	2413	1.8	32.0
NP_598866.1	XP_009293390.1	31.169	77	45	2	134	207	2342	2413	1.8	32.0
NP_598866.1	XP_001920501.5	24.286	70	53	0	190	259	1398	1467	2.0	32.0
NP_598866.1	XP_021334263.1	22.131	122	89	3	40	155	14	135	2.4	31.6
NP_598866.1	XP_021334262.1	22.131	122	89	3	40	155	14	135	2.4	31.6
NP_598866.1	NP_001082944.1	22.131	122	89	3	40	155	14	135	2.6	31.2
NP_598866.1	XP_021334265.1	22.131	122	89	3	40	155	14	135	2.6	31.2
NP_598866.1	XP_021334264.1	22.131	122	89	3	40	155	14	135	2.7	31.2
NP_598866.1	XP_021334746.1	27.692	65	46	1	198	261	952	1016	3.3	31.2
NP_598866.1	XP_003199098.1	26.471	102	65	2	173	274	279	370	4.0	30.4
NP_598866.1	XP_005173719.1	24.409	127	81	3	121	232	119	245	9.0	29.6
NP_598866.1	XP_009294942.1	48.148	27	14	0	236	262	255	281	9.5	29.6
NP_598866.1	XP_021325513.1	48.148	27	14	0	236	262	255	281	9.8	29.6
NP_776134.1	NP_001038578.1	25.635	394	256	12	1	367	50	433	1.74e-11	67.4
NP_776134.1	XP_698357.3	35.433	127	82	0	241	367	383	509	2.27e-09	60.8
NP_776134.1	XP_021325116.1	31.667	120	79	2	231	347	414	533	0.005	40.8
NP_776134.1	XP_005174054.1	32.075	106	69	2	243	345	2113	2218	0.009	40.0
NP_776134.1	XP_009295448.1	32.787	122	78	3	219	336	1031	1152	0.062	37.4
NP_776134.1	XP_009295447.1	32.787	122	78	3	219	336	1089	1210	0.068	37.0
NP_776134.1	XP_009295444.1	32.787	122	78	3	219	336	1263	1384	0.071	37.0
NP_776134.1	XP_009295444.1	28.141	199	113	9	172	345	910	1103	0.90	33.5
NP_776134.1	XP_005157868.1	27.619	105	74	1	243	345	857	961	0.33	35.0
NP_776134.1	XP_021325358.1	30.612	98	65	2	243	337	2023	2120	0.46	34.7
NP_776134.1	XP_021325358.1	31.395	86	54	2	270	354	1140	1221	6.7	30.8
NP_776134.1	XP_021325122.1	29.730	111	75	2	230	337	174	284	0.52	34.3
NP_776134.1	XP_021325121.1	29.730	111	75	2	230	337	216	326	0.55	33.9
NP_776134.1	XP_021325120.1	29.730	111	75	2	230	337	275	385	0.59	33.9
NP_776134.1	XP_021330982.1	31.933	119	75	4	219	335	882	996	0.67	33.9
NP_776134.1	XP_009290119.1	30.303	99	66	2	243	338	98	196	0.77	33.5
NP_776134.1	XP_009290118.1	30.303	99	66	2	243	338	350	448	0.84	33.5
NP_776134.1	XP_005157836.1	30.303	99	66	2	243	338	189	287	0.86	33.5
NP_776134.1	XP_690098.5	26.984	126	84	3	223	345	899	1019	0.94	33.5
NP_776134.1	XP_005160238.1	27.559	127	86	3	217	337	782	908	1.00	33.5
NP_776134.1	XP_021333113.1	27.559	127	86	3	217	337	665	791	1.0	33.1
NP_776134.1	XP_017206561.2	33.333	81	53	1	267	346	681	761	1.0	33.5
NP_776134.1	XP_021333111.1	27.559	127	86	3	217	337	723	849	1.0	33.1
NP_776134.1	XP_001921257.4	30.303	99	66	2	243	338	345	443	1.1	33.1
NP_776134.1	XP_009290117.1	30.303	99	66	2	243	338	350	448	1.2	33.1
NP_776134.1	XP_021325237.1	29.358	109	74	2	232	337	1049	1157	4.0	31.6
NP_776134.1	XP_009295766.1	26.991	226	137	9	124	338	337	545	6.8	30.4
NP_776134.1	XP_021325107.1	25.926	135	89	4	221	345	1488	1621	7.0	30.8
NP_776134.1	XP_021325109.1	25.926	135	89	4	221	345	1486	1619	7.1	30.8
NP_776134.1	XP_021325106.1	25.926	135	89	4	221	345	2006	2139	7.4	30.8
NP_776134.1	XP_021325105.1	25.926	135	89	4	221	345	2121	2254	7.5	30.4
NP_776134.1	XP_021325110.1	25.926	135	89	4	221	345	1430	1563	7.8	30.4
NP_776134.1	XP_017208755.1	25.926	135	89	4	221	345	2183	2316	7.8	30.4
NP_776134.1	XP_021325103.1	25.926	135	89	4	221	345	2236	2369	7.9	30.4
NP_776134.1	XP_021322154.1	32.283	127	74	6	219	338	967	1088	8.0	30.4
NP_776134.1	XP_009290195.1	32.283	127	74	6	219	338	967	1088	8.0	30.4
NP_776134.1	XP_698776.5	32.283	127	74	6	219	338	967	1088	8.0	30.4
NP_776134.1	XP_021325097.1	25.926	135	89	4	221	345	2409	2542	8.1	30.4
NP_776134.1	XP_021325100.1	25.926	135	89	4	221	345	2351	2484	8.2	30.4
NP_776134.1	XP_021325108.1	25.926	135	89	4	221	345	1486	1619	8.3	30.4
NP_776134.1	XP_021325101.1	25.926	135	89	4	221	345	2351	2484	8.3	30.4
NP_776134.1	XP_021325099.1	25.926	135	89	4	221	345	2354	2487	8.4	30.4
NP_776134.1	XP_021325098.1	25.926	135	89	4	221	345	2354	2487	8.7	30.4
NP_776134.1	XP_021325104.1	25.926	135	89	4	221	345	2236	2369	8.8	30.4
NP_776134.1	XP_021325096.1	25.926	135	89	4	221	345	2582	2715	8.8	30.4
NP_001348394.1	XP_021331254.1	42.523	214	123	0	153	366	116	329	3.45e-61	203
NP_001348394.1	XP_021331254.1	41.589	214	125	0	153	366	60	273	1.89e-57	194
NP_001348394.1	XP_021331254.1	41.395	215	126	0	153	367	200	414	2.42e-53	183
NP_001348394.1	XP_021331254.1	41.589	214	125	0	153	366	172	385	3.61e-53	182
NP_001348394.1	XP_021331254.1	41.121	214	126	0	153	366	4	217	3.62e-52	180
NP_001348394.1	XP_021331254.1	42.857	189	108	0	178	366	1	189	1.17e-50	176
NP_001348394.1	XP_021331254.1	40.187	214	128	0	153	366	32	245	1.34e-50	176
NP_001348394.1	XP_021331254.1	41.589	214	125	0	153	366	144	357	1.61e-50	175
NP_001348394.1	XP_021331254.1	40.722	194	115	0	153	346	228	421	1.04e-41	152
NP_001348394.1	XP_021331048.1	43.458	214	121	0	153	366	266	479	3.51e-60	204
NP_001348394.1	XP_021331048.1	42.056	214	124	0	153	366	322	535	6.46e-53	185
NP_001348394.1	XP_021331048.1	46.114	193	104	0	174	366	7	199	1.85e-52	184
NP_001348394.1	XP_021331048.1	40.654	214	127	0	153	366	210	423	3.82e-52	183
NP_001348394.1	XP_021331048.1	42.523	214	123	0	153	366	70	283	6.74e-52	182
NP_001348394.1	XP_021331048.1	43.925	214	120	0	153	366	154	367	7.63e-52	182
NP_001348394.1	XP_021331048.1	40.930	215	127	0	153	367	350	564	1.78e-51	181
NP_001348394.1	XP_021331048.1	36.957	276	158	2	99	366	44	311	3.69e-51	180
NP_001348394.1	XP_021331048.1	41.589	214	125	0	153	366	42	255	4.27e-51	180
NP_001348394.1	XP_021331048.1	40.187	214	128	0	153	366	182	395	6.78e-51	179
NP_001348394.1	XP_021331048.1	39.720	214	129	0	153	366	126	339	5.58e-49	174
NP_001348394.1	XP_021331048.1	39.252	214	130	0	153	366	238	451	4.24e-47	169
NP_001348394.1	XP_021331048.1	45.294	170	93	0	197	366	2	171	2.95e-45	164
NP_001348394.1	XP_021331048.1	41.237	194	114	0	153	346	378	571	1.47e-41	154
NP_001348394.1	XP_021331048.1	45.977	87	47	0	280	366	1	87	8.59e-19	89.0
NP_001348394.1	XP_021330830.1	43.458	214	121	0	153	366	58	271	5.86e-60	196
NP_001348394.1	XP_021330830.1	45.550	191	104	0	176	366	25	215	6.77e-56	186
NP_001348394.1	XP_021330830.1	40.969	227	133	1	140	366	18	243	2.74e-55	184
NP_001348394.1	XP_021330830.1	35.333	300	176	3	77	366	8	299	3.90e-55	184
NP_001348394.1	XP_021330830.1	42.236	161	93	0	153	313	142	302	9.20e-37	136
NP_001348394.1	XP_021326985.1	45.794	214	116	0	153	366	232	445	8.03e-60	201
NP_001348394.1	XP_021326985.1	42.991	214	122	0	153	366	204	417	5.57e-59	198
NP_001348394.1	XP_021326985.1	41.589	214	125	0	153	366	176	389	4.35e-54	186
NP_001348394.1	XP_021326985.1	41.441	222	130	0	145	366	112	333	7.75e-54	185
NP_001348394.1	XP_021326985.1	41.589	214	125	0	153	366	148	361	3.17e-53	183
NP_001348394.1	XP_021326985.1	41.615	161	94	0	153	313	288	448	2.74e-37	140
NP_001348394.1	XP_021326985.1	44.144	111	62	0	256	366	111	221	3.19e-28	115
NP_001348394.1	XP_021330513.1	45.794	214	116	0	153	366	232	445	8.03e-60	201
NP_001348394.1	XP_021330513.1	42.991	214	122	0	153	366	204	417	5.57e-59	198
NP_001348394.1	XP_021330513.1	41.589	214	125	0	153	366	176	389	4.35e-54	186
NP_001348394.1	XP_021330513.1	41.441	222	130	0	145	366	112	333	7.75e-54	185
NP_001348394.1	XP_021330513.1	41.589	214	125	0	153	366	148	361	3.17e-53	183
NP_001348394.1	XP_021330513.1	41.615	161	94	0	153	313	288	448	2.74e-37	140
NP_001348394.1	XP_021330513.1	44.144	111	62	0	256	366	111	221	3.19e-28	115
NP_001348394.1	XP_021331394.1	44.860	214	118	0	153	366	5	218	1.11e-59	197
NP_001348394.1	XP_021331394.1	37.319	276	157	2	99	366	7	274	4.68e-57	190
NP_001348394.1	XP_021331394.1	46.032	189	102	0	178	366	2	190	1.01e-53	181
NP_001348394.1	XP_021331394.1	36.101	277	161	2	99	367	35	303	1.90e-51	176
NP_001348394.1	XP_021331394.1	40.206	194	116	0	153	346	117	310	7.54e-43	153
NP_001348394.1	XP_021331394.1	36.646	161	101	1	153	313	173	332	4.52e-26	108
NP_001348394.1	XP_021331394.1	38.000	50	31	0	317	366	1	50	6.67e-04	42.7
NP_001348394.1	XP_017211047.2	45.794	214	116	0	153	366	267	480	1.67e-59	205
NP_001348394.1	XP_017211047.2	40.074	272	155	2	99	366	409	676	9.73e-54	189
NP_001348394.1	XP_017211047.2	42.523	214	123	0	153	366	323	536	2.51e-52	185
NP_001348394.1	XP_017211047.2	42.523	214	123	0	153	366	155	368	4.91e-52	184
NP_001348394.1	XP_017211047.2	42.523	214	123	0	153	366	211	424	3.54e-51	182
NP_001348394.1	XP_017211047.2	42.056	214	124	0	153	366	379	592	4.29e-51	182
NP_001348394.1	XP_017211047.2	42.056	214	124	0	153	366	127	340	6.29e-51	181
NP_001348394.1	XP_017211047.2	42.991	214	122	0	153	366	99	312	2.81e-50	180
NP_001348394.1	XP_017211047.2	40.654	214	127	0	153	366	239	452	6.14e-49	176
NP_001348394.1	XP_017211047.2	41.121	214	126	0	153	366	351	564	9.95e-49	175
NP_001348394.1	XP_017211047.2	42.708	192	110	0	175	366	9	200	8.89e-48	173
NP_001348394.1	XP_017211047.2	39.720	214	129	0	153	366	71	284	5.12e-46	168
NP_001348394.1	XP_017211047.2	40.654	214	127	0	153	366	15	228	1.15e-45	167
NP_001348394.1	XP_017211047.2	39.720	214	129	0	153	366	43	256	1.49e-45	167
NP_001348394.1	XP_017211047.2	35.938	256	148	2	99	346	437	684	2.88e-45	166
NP_001348394.1	XP_017211047.2	42.690	171	98	0	196	366	2	172	6.85e-39	148
NP_001348394.1	XP_017211047.2	41.525	118	69	0	253	370	3	120	3.60e-24	105
NP_001348394.1	XP_021328514.1	44.651	215	119	0	152	366	98	312	3.18e-59	199
NP_001348394.1	XP_021328514.1	41.589	214	125	0	153	366	71	284	1.88e-53	184
NP_001348394.1	XP_021328514.1	45.596	193	105	0	174	366	8	200	2.02e-53	184
NP_001348394.1	XP_021328514.1	42.523	214	123	0	153	366	43	256	3.11e-53	183
NP_001348394.1	XP_021328514.1	42.523	214	123	0	153	366	15	228	1.72e-52	181
NP_001348394.1	XP_021328514.1	41.589	214	125	0	153	366	211	424	1.87e-52	181
NP_001348394.1	XP_021328514.1	42.523	214	123	0	153	366	155	368	2.10e-52	181
NP_001348394.1	XP_021328514.1	47.059	170	90	0	197	366	3	172	1.34e-49	174
NP_001348394.1	XP_021328514.1	34.783	276	164	2	99	366	129	396	6.33e-48	169
NP_001348394.1	XP_021328514.1	42.632	190	109	0	153	342	267	456	1.50e-45	163
NP_001348394.1	XP_021328514.1	45.455	165	90	0	153	317	295	459	1.04e-40	150
NP_001348394.1	XP_021328514.1	48.252	143	74	0	224	366	2	144	2.46e-37	141
NP_001348394.1	XP_021326559.1	44.186	215	120	0	152	366	32	246	3.22e-59	197
NP_001348394.1	XP_021326559.1	36.594	276	159	2	99	366	63	330	4.47e-55	186
NP_001348394.1	XP_021326559.1	41.589	214	125	0	153	366	5	218	4.61e-54	183
NP_001348394.1	XP_021326559.1	37.879	264	148	2	99	354	119	374	1.94e-52	179
NP_001348394.1	XP_021326559.1	42.056	214	124	0	153	366	145	358	1.62e-51	177
NP_001348394.1	XP_021326559.1	44.974	189	104	0	178	366	2	190	2.59e-51	176
NP_001348394.1	XP_021326559.1	43.000	100	57	0	174	273	278	377	5.36e-20	91.7
NP_001348394.1	XP_021326559.1	34.722	72	47	0	146	217	306	377	4.37e-05	46.6
NP_001348394.1	XP_021326559.1	38.000	50	31	0	317	366	1	50	0.002	41.2
NP_001348394.1	XP_021328522.1	44.651	215	119	0	152	366	98	312	4.47e-59	199
NP_001348394.1	XP_021328522.1	42.991	214	122	0	153	366	211	424	9.70e-55	187
NP_001348394.1	XP_021328522.1	36.594	276	159	2	99	366	129	396	6.37e-54	185
NP_001348394.1	XP_021328522.1	42.056	214	124	0	153	366	239	452	1.62e-53	184
NP_001348394.1	XP_021328522.1	45.596	193	105	0	174	366	8	200	2.60e-53	184
NP_001348394.1	XP_021328522.1	41.589	214	125	0	153	366	71	284	2.74e-53	184
NP_001348394.1	XP_021328522.1	42.523	214	123	0	153	366	43	256	4.54e-53	183
NP_001348394.1	XP_021328522.1	42.523	214	123	0	153	366	15	228	2.62e-52	181
NP_001348394.1	XP_021328522.1	47.059	170	90	0	197	366	3	172	1.68e-49	174
NP_001348394.1	XP_021328522.1	44.211	190	106	0	153	342	267	456	9.12e-48	169
NP_001348394.1	XP_021328522.1	47.273	165	87	0	153	317	295	459	3.53e-43	157
NP_001348394.1	XP_021328522.1	48.252	143	74	0	224	366	2	144	3.14e-37	140
NP_001348394.1	XP_021328508.1	44.651	215	119	0	152	366	98	312	6.06e-59	199
NP_001348394.1	XP_021328508.1	42.056	214	124	0	153	366	211	424	7.62e-55	188
NP_001348394.1	XP_021328508.1	42.523	214	123	0	153	366	267	480	3.24e-54	187
NP_001348394.1	XP_021328508.1	41.589	214	125	0	153	366	71	284	3.48e-53	184
NP_001348394.1	XP_021328508.1	45.596	193	105	0	174	366	8	200	3.75e-53	184
NP_001348394.1	XP_021328508.1	42.523	214	123	0	153	366	43	256	5.58e-53	183
NP_001348394.1	XP_021328508.1	42.523	214	123	0	153	366	15	228	3.13e-52	181
NP_001348394.1	XP_021328508.1	42.523	214	123	0	153	366	155	368	3.86e-52	181
NP_001348394.1	XP_021328508.1	41.121	214	126	0	153	366	239	452	1.19e-49	174
NP_001348394.1	XP_021328508.1	35.870	276	161	2	99	366	129	396	1.20e-49	174
NP_001348394.1	XP_021328508.1	47.059	170	90	0	197	366	3	172	2.30e-49	174
NP_001348394.1	XP_021328508.1	43.158	190	108	0	153	342	295	484	1.03e-45	164
NP_001348394.1	XP_021328508.1	46.061	165	89	0	153	317	323	487	7.49e-41	151
NP_001348394.1	XP_021328508.1	48.252	143	74	0	224	366	2	144	3.45e-37	141
NP_001348394.1	XP_021328503.1	44.651	215	119	0	152	366	98	312	6.06e-59	199
NP_001348394.1	XP_021328503.1	42.523	214	123	0	153	366	211	424	1.27e-55	190
NP_001348394.1	XP_021328503.1	42.991	214	122	0	153	366	267	480	4.70e-55	189
NP_001348394.1	XP_021328503.1	41.589	214	125	0	153	366	71	284	3.56e-53	184
NP_001348394.1	XP_021328503.1	45.596	193	105	0	174	366	8	200	3.67e-53	184
NP_001348394.1	XP_021328503.1	42.523	214	123	0	153	366	43	256	5.64e-53	183
NP_001348394.1	XP_021328503.1	42.523	214	123	0	153	366	15	228	3.30e-52	181
NP_001348394.1	XP_021328503.1	42.523	214	123	0	153	366	155	368	4.11e-52	181
NP_001348394.1	XP_021328503.1	41.589	214	125	0	153	366	239	452	4.87e-50	176
NP_001348394.1	XP_021328503.1	35.870	276	161	2	99	366	129	396	1.19e-49	174
NP_001348394.1	XP_021328503.1	47.059	170	90	0	197	366	3	172	2.30e-49	174
NP_001348394.1	XP_021328503.1	43.684	190	107	0	153	342	295	484	3.16e-46	165
NP_001348394.1	XP_021328503.1	46.667	165	88	0	153	317	323	487	6.91e-42	154
NP_001348394.1	XP_021328503.1	48.252	143	74	0	224	366	2	144	3.59e-37	141
NP_001348394.1	XP_021328513.1	44.651	215	119	0	152	366	98	312	6.25e-59	199
